employee_id,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,full_name,status,age
00-51629508,Male,New York,New York City,High School,1986-06-25,2018-11-04,,Customer Service,Customer Service Representative,54362.0,Satisfactory,Anthony Ho,Active,40
00-51636644,Male,New York,New York City,Master,1970-06-09,2022-12-05,,Operations,Operations Analyst,73117.0,Excellent,Jeffery Reed,Active,56
00-51658222,Male,Michigan,Detroit,Bachelor,1991-10-06,2019-06-25,,Operations,Logistics Coordinator,57679.0,Needs Improvement,Maria Higgins,Active,35
00-51672868,Female,New York,New York City,Bachelor,1983-09-09,2016-08-10,,Customer Service,Help Desk Technician,58005.0,Satisfactory,Lonnie Jackson,Active,43
00-51680049,Female,New York,Rochester,Bachelor,1982-09-27,2019-09-12,,Sales,Sales Representative,57226.0,Good,Joseph Garcia,Active,44
00-51710127,Male,New York,New York City,High School,1966-03-09,2018-07-07,,Customer Service,Support Specialist,67972.0,Good,Matthew Blackwell,Active,60
00-51713824,Female,New York,Buffalo,Bachelor,1988-02-19,2023-11-23,,Sales,Sales Representative,73166.0,Satisfactory,James Thomas,Active,38
00-51738753,Female,New York,New York City,Master,2003-05-11,2022-09-07,2023-03-06,Operations,Operations Analyst,87933.0,Excellent,Michelle Miller,Terminated,23
00-51740604,Female,New York,Buffalo,Master,1997-11-22,2023-10-24,,IT,Software Developer,97996.0,Good,Chase Thompson,Active,29
00-51772295,Female,Illinois,Naperville,PhD,1988-12-02,2021-04-09,,Sales,Sales Consultant,102020.0,Good,Victoria Diaz,Active,38
00-51790477,Female,New York,Rochester,Bachelor,1970-01-19,2016-10-11,,Operations,Logistics Coordinator,61270.0,Satisfactory,Kenneth Russo,Active,56
00-51792388,Female,New York,New York City,Bachelor,1986-01-07,2021-04-23,,Customer Service,Customer Service Representative,65510.0,Good,Melissa White,Active,40
00-51815603,Female,New York,New York City,Bachelor,1987-07-23,2022-10-21,,Customer Service,Customer Service Representative,62401.0,Satisfactory,Jason Matthews,Active,39
00-51818089,Male,New York,Buffalo,Bachelor,2003-02-03,2017-10-23,,Operations,Logistics Coordinator,61075.0,Satisfactory,Paul Ho,Active,23
00-51818682,Female,Michigan,Warren,Master,2003-11-25,2022-02-06,,IT,Software Developer,104572.0,Good,Kathy Bradley,Active,23
00-51829207,Female,New York,New York City,High School,1986-12-03,2017-02-14,,Customer Service,Help Desk Technician,77645.0,Satisfactory,Olivia Buchanan,Active,40
00-51876858,Male,New York,Rochester,Master,1985-04-04,2022-10-22,,IT,System Administrator,69548.0,Good,Kari Pacheco,Active,41
00-51901392,Male,Illinois,Naperville,Bachelor,2003-01-14,2023-10-29,,Marketing,Content Creator,59425.0,Satisfactory,Wesley Shaw,Active,23
00-51910609,Female,New York,Rochester,High School,1978-09-07,2020-11-29,,Operations,Inventory Specialist,54440.0,Satisfactory,Michael Berg,Active,48
00-51927304,Male,New York,New York City,High School,1977-04-11,2023-08-21,,IT,IT Support Specialist,55434.0,Needs Improvement,Diana Mitchell,Active,49
00-51940463,Male,New York,New York City,Master,1982-11-04,2015-06-09,,IT,Software Developer,94391.0,Excellent,Adrian Brooks,Active,44
00-51970837,Male,New York,New York City,Bachelor,1982-12-26,2019-08-07,,IT,Software Developer,111904.0,Needs Improvement,Stacey Elliott,Active,44
00-51974837,Male,New York,New York City,Master,1971-07-24,2023-07-14,,IT,Software Developer,100064.0,Good,Sean Mathis,Active,55
00-51991638,Male,New York,Rochester,Bachelor,1983-03-13,2018-12-22,,Operations,Logistics Coordinator,74388.0,Good,David Price,Active,43
00-51996390,Female,New York,New York City,Bachelor,1977-11-23,2019-09-04,,Operations,Inventory Specialist,63388.0,Satisfactory,Darren Jones,Active,49
00-52003082,Male,Illinois,Aurora,High School,2003-09-22,2020-09-01,,Operations,Inventory Specialist,64664.0,Satisfactory,Deborah Brown,Active,23
00-52003746,Male,Pennsylvania,Philadelphia,Bachelor,1979-01-09,2019-06-04,,Operations,Logistics Coordinator,71898.0,Good,Shelby Johnston,Active,47
00-52011533,Male,New York,Rochester,Bachelor,1995-08-04,2019-02-04,,IT,Software Developer,109447.0,Good,Adam White,Active,31
00-52017788,Female,New York,Buffalo,Bachelor,1988-06-02,2023-06-18,,Sales,Sales Specialist,66963.0,Good,Gina Cunningham,Active,38
00-52018286,Male,New York,New York City,Bachelor,1966-03-14,2020-02-17,2020-08-15,IT,System Administrator,75569.0,Good,Raymond Lopez,Terminated,60
00-52033591,Male,New York,New York City,Master,2004-03-17,2020-01-10,,Operations,Operations Analyst,54052.0,Excellent,Mary Buckley,Active,22
00-52035910,Male,New York,Buffalo,Master,1994-09-02,2017-03-10,,IT,Software Developer,80425.0,Good,Aaron Norton,Active,32
00-52036150,Male,New York,Rochester,Bachelor,1961-10-14,2018-09-14,,Finance,Financial Analyst,79925.0,Satisfactory,Mark Potts,Active,65
00-52037932,Male,North Carolina,Greensboro,High School,1979-07-09,2023-01-06,,Customer Service,Support Specialist,64037.0,Needs Improvement,Robert Davis,Active,47
00-52039919,Female,New York,Rochester,Bachelor,1996-10-01,2017-07-24,,IT,System Administrator,67255.0,Needs Improvement,David Kirk,Active,30
00-52045107,Female,Ohio,Cleveland,Bachelor,1985-12-25,2020-02-18,,Marketing,Content Creator,62746.0,Good,Melissa Johnson,Active,41
00-52057323,Male,Michigan,Grand Rapids,Bachelor,1983-11-07,2018-10-28,2020-06-09,Sales,Sales Specialist,76384.0,Good,Stephanie Sanders,Terminated,43
00-52058336,Male,New York,New York City,Bachelor,1980-06-12,2022-12-15,,Operations,Logistics Coordinator,71487.0,Good,Jennifer Wade,Active,46
00-52060116,Male,New York,New York City,Master,1970-03-02,2024-03-04,,Sales,Sales Specialist,87360.0,Excellent,Leroy Holden,Active,56
00-52061564,Female,New York,Buffalo,Master,1980-01-02,2019-04-25,,Operations,Operations Analyst,79057.0,Good,Aaron Hull,Active,46
00-52065724,Female,New York,New York City,Bachelor,1961-12-24,2021-01-20,,Operations,Logistics Coordinator,61656.0,Satisfactory,Tanya Foster,Active,65
00-52071895,Male,New York,New York City,Bachelor,1975-06-09,2020-12-08,,Customer Service,Support Specialist,69489.0,Good,Aaron Hernandez,Active,51
00-52074850,Female,Illinois,Chicago,Bachelor,1999-09-26,2018-08-03,,Sales,Sales Specialist,61434.0,Good,Theresa Edwards,Active,27
00-52084729,Female,New York,Rochester,Bachelor,1994-06-21,2023-07-30,,IT,Software Developer,74229.0,Satisfactory,Eric Garcia,Active,32
00-52088657,Male,Michigan,Grand Rapids,High School,1991-10-12,2021-05-16,,Marketing,Content Creator,57046.0,Needs Improvement,Kelsey Walton,Active,35
00-52101056,Male,New York,New York City,Bachelor,2001-04-04,2019-02-27,2019-08-26,Customer Service,Support Specialist,64438.0,Satisfactory,Mary Aguilar,Terminated,25
00-52101199,Male,Virginia,Richmond,Bachelor,2001-03-17,2020-10-13,,Customer Service,Support Specialist,69257.0,Satisfactory,Amy Velasquez,Active,25
00-52103461,Male,New York,Buffalo,PhD,1990-10-30,2023-10-31,,Sales,Sales Specialist,61100.0,Excellent,James Fox,Active,36
00-52107027,Female,New York,New York City,High School,1977-09-30,2020-09-08,,IT,IT Support Specialist,58947.0,Satisfactory,Kevin Brown,Active,49
00-52121679,Male,New York,New York City,Bachelor,2002-03-28,2022-12-09,,Sales,Sales Representative,70510.0,Needs Improvement,Corey Rivas,Active,24
00-52123474,Male,New York,Rochester,Bachelor,1961-02-16,2016-10-08,,Customer Service,Support Specialist,74979.0,Satisfactory,Deanna Powell,Active,65
00-52127291,Male,Michigan,Detroit,Master,1989-02-18,2018-07-11,,HR,HR Coordinator,61569.0,Excellent,Daniel Prince,Active,37
00-52132393,Female,New York,New York City,Bachelor,1984-02-11,2022-01-24,,Operations,Logistics Coordinator,58135.0,Good,Jeremy Adams,Active,42
00-52139024,Male,Michigan,Detroit,High School,1988-06-19,2018-04-08,,Customer Service,Support Specialist,56285.0,Satisfactory,Kenneth Herring,Active,38
00-52139163,Female,New York,New York City,Bachelor,1982-02-10,2024-10-04,,Customer Service,Help Desk Technician,60710.0,Needs Improvement,Jennifer Morgan,Active,44
00-52146187,Male,Michigan,Grand Rapids,Bachelor,1977-04-22,2021-01-21,,Marketing,Content Creator,62471.0,Good,Ryan Mitchell,Active,49
00-52148834,Female,New York,New York City,Bachelor,1999-10-19,2019-10-01,2021-07-27,Operations,Inventory Specialist,59142.0,Good,Jason Ramirez,Terminated,27
00-52161262,Male,Pennsylvania,Pittsburgh,Master,2000-09-24,2018-09-30,,IT,Software Developer,78931.0,Satisfactory,Katie Lin,Active,26
00-52169044,Female,New York,New York City,Bachelor,1998-06-26,2017-11-01,2021-03-06,Customer Service,Customer Service Representative,59179.0,Good,Tricia Baker,Terminated,28
00-52171230,Male,New York,New York City,Master,1977-09-30,2018-10-04,,Sales,Sales Specialist,80528.0,Good,James Carrillo,Active,49
00-52184106,Male,New York,New York City,Bachelor,2000-07-15,2016-06-12,,Sales,Sales Specialist,91797.0,Good,Douglas Bowers,Active,26
00-52196444,Female,New York,Buffalo,High School,1976-08-26,2017-07-11,,Customer Service,Support Specialist,60080.0,Satisfactory,Joe Koch,Active,50
00-52252354,Female,New York,New York City,Bachelor,2001-09-20,2019-12-25,,IT,System Administrator,74756.0,Satisfactory,Lauren Chandler,Active,25
00-52253072,Female,New York,Buffalo,Bachelor,1988-01-18,2023-10-05,,Marketing,Content Creator,56757.0,Satisfactory,Jerry Miller,Active,38
00-52265790,Male,Michigan,Warren,High School,2000-12-22,2015-07-20,,Operations,Inventory Specialist,62234.0,Needs Improvement,Nicholas Solomon,Active,26
00-52266854,Male,New York,Rochester,Bachelor,1969-12-12,2023-01-15,,Customer Service,Help Desk Technician,77336.0,Excellent,April Riggs,Active,57
00-52276352,Female,New York,New York City,Master,1976-12-11,2017-09-28,,Operations,Operations Analyst,67794.0,Good,Jason Rodriguez,Active,50
00-52277787,Male,New York,Buffalo,PhD,1992-04-25,2023-08-27,,Sales,Sales Specialist,69215.0,Good,Richard Lynch,Active,34
00-52286809,Male,New York,Buffalo,Bachelor,1976-05-07,2020-07-25,,Marketing,Marketing Coordinator,79291.0,Good,Justin Carr,Active,50
00-52323714,Female,Pennsylvania,Pittsburgh,Bachelor,1985-01-17,2024-05-12,,Operations,Operations Analyst,84244.0,Good,Ashley Lin,Active,41
00-52323961,Female,New York,New York City,Bachelor,2003-03-13,2019-05-02,,Customer Service,Support Specialist,62192.0,Satisfactory,Willie Edwards,Active,23
00-52339391,Male,Pennsylvania,Philadelphia,Bachelor,2002-07-15,2019-04-15,2019-10-12,Sales,Sales Consultant,99002.0,Satisfactory,John Ford,Terminated,24
00-52345697,Male,Illinois,Chicago,Master,1986-01-17,2020-03-22,,Operations,Operations Analyst,61561.0,Satisfactory,Christina Blankenship,Active,40
00-52346074,Female,Pennsylvania,Philadelphia,Bachelor,1994-07-13,2020-12-27,,Sales,Sales Representative,75580.0,Good,Christine Miller,Active,32
00-52371009,Female,Michigan,Detroit,High School,1988-11-05,2024-01-15,,HR,Recruiter,74958.0,Satisfactory,Sara Moore,Active,38
00-52376590,Male,New York,New York City,Bachelor,1968-04-22,2017-11-24,,Marketing,Marketing Coordinator,63215.0,Excellent,Madison Bennett,Active,58
00-52376656,Male,New York,New York City,High School,1969-10-29,2019-02-07,,Marketing,SEO Specialist,81099.0,Needs Improvement,Michael Chavez,Active,57
00-52386800,Female,New York,Buffalo,Bachelor,1971-04-03,2016-12-08,,Customer Service,Customer Service Representative,63646.0,Good,Lauren Patterson,Active,55
00-52399610,Female,New York,New York City,High School,2000-09-22,2019-12-08,,Customer Service,Support Specialist,56074.0,Needs Improvement,Samuel Howell,Active,26
00-52417781,Female,North Carolina,Greensboro,PhD,1980-09-15,2015-10-12,,Sales,Sales Specialist,63959.0,Good,Raymond Schultz,Active,46
00-52445278,Male,New York,Rochester,Bachelor,1983-02-28,2015-03-02,,Operations,Inventory Specialist,70794.0,Good,Terry Hart,Active,43
00-52462441,Male,New York,New York City,Bachelor,1984-08-25,2024-01-01,2024-06-29,Sales,Sales Consultant,94930.0,Excellent,Rachel Martin,Terminated,42
00-52464268,Male,Michigan,Grand Rapids,Bachelor,1978-12-02,2023-11-29,,Customer Service,Customer Service Representative,63878.0,Satisfactory,Carrie Lewis,Active,48
00-52476240,Male,New York,New York City,Bachelor,1961-07-17,2017-12-18,2018-06-16,Operations,Inventory Specialist,64044.0,Good,Christopher Santana,Terminated,65
00-52478561,Female,Michigan,Warren,High School,1981-05-14,2020-10-26,,Customer Service,Help Desk Technician,65143.0,Satisfactory,Heather Contreras,Active,45
00-52481834,Male,Illinois,Chicago,Master,1987-06-27,2018-01-21,,Sales,Sales Consultant,81063.0,Excellent,Thomas Jackson,Active,39
00-52481963,Female,New York,New York City,Bachelor,1976-01-31,2015-04-19,,Finance,Accountant,86202.0,Satisfactory,Jeffrey Barrett,Active,50
00-52484260,Female,New York,Rochester,High School,1978-09-20,2019-05-07,,Operations,Inventory Specialist,59376.0,Excellent,Ronnie Brown,Active,48
00-52493026,Male,New York,New York City,Bachelor,1994-01-12,2017-08-05,,Marketing,Content Creator,70545.0,Satisfactory,Tony Stewart,Active,32
00-52500820,Male,New York,Buffalo,Bachelor,1971-10-19,2016-06-15,,Customer Service,Support Specialist,59588.0,Good,Mark Nash,Active,55
00-52501540,Female,New York,New York City,Bachelor,1986-03-12,2021-01-16,2021-07-15,Sales,Sales Representative,72320.0,Satisfactory,Troy Miller,Terminated,40
00-52509142,Female,Michigan,Grand Rapids,Bachelor,1981-10-16,2022-02-11,,Operations,Operations Manager,102533.0,Excellent,Wesley Gates,Active,45
00-52511436,Female,New York,New York City,Bachelor,1986-08-28,2023-07-25,,Marketing,Content Creator,53071.0,Needs Improvement,Kelly Hall,Active,40
00-52539471,Male,Michigan,Detroit,Bachelor,2002-12-12,2024-03-16,,IT,Software Developer,110589.0,Satisfactory,Jesse Roberts,Active,24
00-52550453,Female,New York,New York City,Bachelor,1973-01-30,2017-04-01,,Operations,Logistics Coordinator,60893.0,Good,Angel Juarez,Active,53
00-52585253,Female,New York,Buffalo,Bachelor,1997-12-30,2018-03-01,,Operations,Logistics Coordinator,59586.0,Excellent,Kathryn Byrd,Active,29
00-52590001,Female,North Carolina,Greensboro,Bachelor,1971-11-19,2015-02-27,,Customer Service,Support Specialist,55918.0,Good,Tonya Saunders,Active,55
00-52590946,Male,Michigan,Grand Rapids,Master,1987-10-30,2023-05-25,,Finance,Financial Analyst,75732.0,Satisfactory,Mark Copeland,Active,39
00-52630014,Female,New York,Buffalo,High School,1993-03-22,2019-08-04,,Customer Service,Customer Service Representative,62516.0,Satisfactory,Erin Liu,Active,33
00-52647161,Female,Michigan,Detroit,Bachelor,1999-09-07,2018-04-29,,Operations,Inventory Specialist,58927.0,Good,Keith Shaw,Active,27
00-52649180,Male,New York,Buffalo,Master,1988-01-14,2018-07-06,,Sales,Sales Specialist,52966.0,Satisfactory,Wanda Goodwin,Active,38
00-52676804,Male,New York,New York City,High School,1991-10-05,2024-02-05,,Customer Service,Customer Service Representative,62628.0,Satisfactory,Amy Guzman,Active,35
00-52680752,Female,New York,Rochester,Bachelor,1982-05-02,2024-04-25,,Operations,Logistics Coordinator,56645.0,Satisfactory,Howard Reeves,Active,44
00-52688984,Female,New York,New York City,Bachelor,1994-01-23,2019-01-12,2019-07-11,Operations,Logistics Coordinator,61056.0,Good,Danielle Reynolds,Terminated,32
00-52704903,Female,New York,New York City,PhD,1986-01-15,2022-06-26,2022-12-23,Sales,Sales Specialist,94650.0,Excellent,Jasmine Warner,Terminated,40
00-52718471,Female,Ohio,Columbus,High School,1982-01-13,2023-10-06,,IT,IT Support Specialist,60991.0,Good,Gregory Lowe,Active,44
00-52718779,Male,New York,Buffalo,Bachelor,1986-10-19,2020-10-26,,IT,System Administrator,92355.0,Good,Nicholas Harrison,Active,40
00-52720637,Male,New York,Buffalo,High School,1974-03-30,2016-11-19,,Marketing,SEO Specialist,55864.0,Good,Adam Solis,Active,52
00-52726287,Male,New York,New York City,High School,2001-10-04,2017-06-08,,IT,IT Support Specialist,59734.0,Good,Kelly Stone,Active,25
00-52726741,Male,New York,Buffalo,Bachelor,1963-09-19,2017-01-19,,Finance,Accountant,101461.0,Excellent,John Fox,Active,63
00-52727864,Male,North Carolina,Raleigh,Bachelor,1985-04-29,2017-12-26,,Operations,Logistics Coordinator,64343.0,Good,David Moss,Active,41
00-52740512,Male,New York,Rochester,Bachelor,1979-10-19,2019-01-27,,Finance,Financial Analyst,81338.0,Good,David Brown,Active,47
00-52744749,Female,New York,New York City,Master,1973-09-16,2019-05-19,,Operations,Operations Analyst,74453.0,Excellent,Linda Burton,Active,53
00-52757412,Male,Michigan,Grand Rapids,Bachelor,1999-03-15,2023-01-03,,Operations,Logistics Coordinator,59392.0,Satisfactory,Scott Fox,Active,27
00-52773098,Male,Pennsylvania,Allentown,High School,1999-08-22,2024-01-05,,Customer Service,Help Desk Technician,65762.0,Needs Improvement,Jordan Abbott,Active,27
00-52799635,Female,New York,Buffalo,PhD,1961-09-04,2022-04-13,,Sales,Sales Consultant,95224.0,Good,David Glover,Active,65
00-52803305,Male,New York,New York City,Bachelor,1999-11-13,2016-09-20,2023-12-11,IT,Software Developer,96108.0,Good,Jill Thompson,Terminated,27
00-52806362,Male,New York,Buffalo,Bachelor,1986-09-07,2024-02-01,,Marketing,Content Creator,67851.0,Excellent,Craig Davies,Active,40
00-52847571,Female,Michigan,Grand Rapids,Bachelor,1969-08-27,2020-06-21,,Operations,Inventory Specialist,62983.0,Good,Jason Sweeney,Active,57
00-52857920,Female,New York,New York City,Bachelor,1984-07-18,2022-01-08,2022-07-07,Operations,Inventory Specialist,65346.0,Good,Christina Bullock,Terminated,42
00-52869025,Male,New York,New York City,Bachelor,1998-01-06,2019-08-04,,Operations,Operations Analyst,74104.0,Good,Kelly Harris,Active,28
00-52869611,Female,New York,New York City,Bachelor,1995-05-07,2023-06-25,,HR,HR Assistant,61345.0,Good,Anthony Stanley,Active,31
00-52873862,Male,New York,New York City,Master,1971-07-25,2017-07-10,,Customer Service,Customer Service Manager,102771.0,Excellent,Brent Patterson,Active,55
00-52877063,Female,New York,New York City,Bachelor,1980-08-31,2018-06-18,,IT,Software Developer,83405.0,Good,Christina Brennan,Active,46
00-52885071,Male,Illinois,Naperville,Bachelor,1963-04-02,2017-07-12,2021-07-30,Operations,Operations Analyst,97119.0,Good,Tammy Summers,Terminated,63
00-52892856,Female,New York,Buffalo,Bachelor,1989-10-01,2022-08-22,,Customer Service,Support Specialist,60696.0,Good,Benjamin Holder,Active,37
00-52917259,Female,New York,Buffalo,Bachelor,1980-03-27,2022-05-06,,Customer Service,Help Desk Technician,57835.0,Good,Yvette Murray,Active,46
00-52932757,Female,New York,Rochester,Bachelor,1976-04-22,2022-09-26,,Customer Service,Customer Service Representative,60202.0,Excellent,James Fitzgerald,Active,50
00-52943014,Male,New York,Rochester,Bachelor,1976-11-03,2020-06-04,,Operations,Logistics Coordinator,65227.0,Satisfactory,Michele Ramirez,Active,50
00-52951801,Female,New York,New York City,Bachelor,1972-06-30,2022-07-18,,Marketing,SEO Specialist,74667.0,Good,David Richards,Active,54
00-52953108,Female,New York,New York City,High School,2002-03-01,2020-03-29,,Customer Service,Customer Service Representative,53293.0,Good,Megan Hernandez,Active,24
00-52970439,Male,Michigan,Detroit,Bachelor,1979-10-11,2020-10-11,,Operations,Logistics Coordinator,66078.0,Needs Improvement,Katherine Graves,Active,47
00-52977013,Female,Michigan,Detroit,Bachelor,2001-07-25,2020-11-04,,IT,Software Developer,98897.0,Needs Improvement,Andrew Crawford,Active,25
00-52980983,Male,New York,New York City,Bachelor,1960-05-27,2024-04-25,2024-10-22,IT,Software Developer,95680.0,Satisfactory,Joshua Evans,Terminated,66
00-53004024,Female,New York,New York City,High School,1999-01-12,2021-07-16,,Customer Service,Customer Service Representative,57407.0,Needs Improvement,Joshua Gonzalez,Active,27
00-53007542,Female,New York,New York City,High School,1963-04-21,2019-01-31,,Marketing,Content Creator,58511.0,Needs Improvement,David Anderson,Active,63
00-53008309,Female,Ohio,Cincinnati,Bachelor,1975-12-05,2019-11-16,,IT,Software Developer,80474.0,Good,Paul Henson,Active,51
00-53015114,Male,New York,New York City,Bachelor,1981-05-04,2023-04-06,,Finance,Accounts Payable Specialist,67636.0,Needs Improvement,Hannah Curtis,Active,45
00-53017146,Male,New York,New York City,Bachelor,2001-01-07,2022-08-30,,IT,Software Developer,81763.0,Good,Melissa Williams,Active,25
00-53038943,Female,New York,New York City,Master,1973-11-25,2017-03-05,2021-07-19,Operations,Operations Analyst,82239.0,Excellent,Mark Austin,Terminated,53
00-53038948,Male,Pennsylvania,Pittsburgh,Bachelor,1994-03-23,2021-01-24,2021-07-23,Customer Service,Customer Service Representative,66937.0,Good,Isabella Weaver,Terminated,32
00-53063432,Female,New York,Rochester,Bachelor,2003-10-06,2023-02-25,,Sales,Sales Representative,53724.0,Good,Patricia Vega,Active,23
00-53066216,Female,Pennsylvania,Allentown,Bachelor,1962-07-19,2017-11-01,,Sales,Sales Consultant,73708.0,Satisfactory,Stephanie Mills,Active,64
00-53075436,Female,New York,New York City,Bachelor,1977-04-20,2018-07-16,,IT,Software Developer,90813.0,Satisfactory,Erik Collins,Active,49
00-53081518,Male,New York,New York City,Master,1981-12-07,2022-10-24,,IT,Software Developer,82438.0,Good,Michael Moreno,Active,45
00-53093653,Male,New York,New York City,Bachelor,1976-04-12,2015-05-17,,Sales,Sales Representative,67838.0,Satisfactory,Tyler Perez,Active,50
00-53114614,Female,Pennsylvania,Pittsburgh,Master,1984-08-20,2020-04-07,,Operations,Operations Analyst,58012.0,Satisfactory,Daniel Copeland,Active,42
00-53119744,Male,New York,Buffalo,Bachelor,1998-12-09,2019-06-02,,Operations,Logistics Coordinator,65829.0,Excellent,Kathryn Turner,Active,28
00-53122422,Female,New York,Rochester,Bachelor,1977-07-29,2023-06-26,,Operations,Logistics Coordinator,60157.0,Good,Melissa Allen,Active,49
00-53128998,Male,New York,Buffalo,Bachelor,1981-03-23,2022-02-20,,Sales,Sales Representative,67961.0,Satisfactory,Heather Robinson,Active,45
00-53136609,Male,New York,New York City,Bachelor,1975-10-27,2016-07-02,,Customer Service,Help Desk Technician,90934.0,Satisfactory,David Cunningham,Active,51
00-53137197,Male,New York,Rochester,High School,1985-06-15,2017-07-02,,IT,IT Support Specialist,61795.0,Needs Improvement,Michael Hale,Active,41
00-53159218,Female,New York,New York City,Bachelor,1993-02-11,2023-02-12,,IT,IT Support Specialist,58321.0,Good,Scott Durham,Active,33
00-53169386,Male,New York,Rochester,Master,1997-08-05,2017-07-01,,IT,Software Developer,98239.0,Excellent,Deborah Miller,Active,29
00-53169737,Male,New York,Rochester,Master,1979-11-12,2017-11-06,,Operations,Operations Analyst,62708.0,Good,Ryan Johnson,Active,47
00-53169846,Male,Ohio,Cincinnati,Master,1980-07-15,2018-10-18,,Operations,Operations Analyst,75594.0,Good,Christina Cole,Active,46
00-53173686,Male,New York,New York City,High School,1983-11-12,2019-09-24,,Marketing,SEO Specialist,57239.0,Good,Michael Yates,Active,43
00-53196359,Male,Pennsylvania,Allentown,Bachelor,1960-04-30,2019-04-10,,Operations,Operations Analyst,83737.0,Excellent,Steven Andersen,Active,66
00-53196957,Male,North Carolina,Raleigh,Bachelor,1983-06-02,2019-10-14,,Sales,Sales Representative,78850.0,Satisfactory,Ryan Wood,Active,43
00-53202156,Female,New York,New York City,Bachelor,1989-04-26,2022-05-08,,Operations,Logistics Coordinator,59102.0,Excellent,Barbara Bartlett,Active,37
00-53221337,Male,New York,New York City,Bachelor,1990-03-13,2016-07-08,,Operations,Inventory Specialist,64804.0,Good,Sean Hampton,Active,36
00-53228848,Male,New York,Buffalo,PhD,1983-09-09,2015-11-14,,Sales,Sales Specialist,67458.0,Good,Donna Hawkins,Active,43
00-53239132,Male,New York,Rochester,Master,1981-07-12,2023-03-15,,IT,Software Developer,90025.0,Good,Ashley Russell,Active,45
00-53239585,Female,Michigan,Grand Rapids,Bachelor,1980-06-24,2017-08-11,,Operations,Logistics Coordinator,52972.0,Excellent,Dennis Valdez,Active,46
00-53242747,Female,Michigan,Warren,Bachelor,1970-01-12,2015-08-05,,Operations,Logistics Coordinator,55324.0,Satisfactory,Kayla Carrillo,Active,56
00-53253408,Male,Ohio,Cincinnati,Bachelor,1969-11-01,2019-12-18,,Operations,Inventory Specialist,70531.0,Good,Thomas Moody,Active,57
00-53261270,Male,New York,New York City,Master,1986-05-27,2021-07-04,2021-12-31,IT,System Administrator,67886.0,Excellent,Angela Allen,Terminated,40
00-53281687,Male,Michigan,Detroit,Bachelor,1980-09-15,2018-09-29,,Customer Service,Customer Service Representative,64643.0,Good,Sharon Doyle,Active,46
00-53299559,Female,New York,Rochester,High School,1959-12-27,2023-03-08,,IT,IT Support Specialist,63278.0,Satisfactory,Linda Andrews,Active,67
00-53305637,Female,New York,Rochester,Bachelor,1985-08-23,2022-06-29,,Sales,Sales Representative,67988.0,Satisfactory,Evan Sanders,Active,41
00-53309532,Male,New York,Buffalo,Bachelor,2004-02-14,2019-03-12,,Customer Service,Help Desk Technician,89354.0,Good,Jane Gonzalez,Active,22
00-53312608,Female,New York,New York City,Bachelor,1973-11-02,2023-11-09,,Marketing,Content Creator,64920.0,Excellent,Michael Evans,Active,53
00-53313930,Female,New York,Buffalo,Bachelor,1994-04-19,2023-04-21,,Sales,Sales Specialist,69623.0,Good,David Martinez,Active,32
00-53315309,Female,Pennsylvania,Philadelphia,Bachelor,2003-07-04,2017-09-30,,IT,Software Developer,85571.0,Good,Clinton Gordon,Active,23
00-53334226,Male,New York,New York City,PhD,1988-08-28,2023-06-18,2023-12-15,Sales,Sales Specialist,65014.0,Excellent,George Porter,Terminated,38
00-53335214,Female,Michigan,Grand Rapids,High School,1989-05-15,2018-10-09,,Customer Service,Support Specialist,57875.0,Excellent,Lisa Clayton,Active,37
00-53368257,Female,New York,New York City,High School,1979-11-22,2023-08-17,,Operations,Inventory Specialist,56155.0,Satisfactory,Vickie Hall,Active,47
00-53389587,Female,New York,Buffalo,High School,2000-07-15,2023-07-29,,Customer Service,Support Specialist,59285.0,Good,Amy Jones,Active,26
00-53390242,Female,Ohio,Columbus,High School,1985-11-20,2022-08-19,,Marketing,Content Creator,57788.0,Needs Improvement,Scott Jensen,Active,41
00-53406567,Female,New York,Rochester,Bachelor,1961-09-14,2017-06-03,,Customer Service,Help Desk Technician,80711.0,Good,Jeffrey Roberts,Active,65
00-53412847,Female,Pennsylvania,Philadelphia,Bachelor,1987-09-18,2021-05-06,,Customer Service,Help Desk Technician,61132.0,Satisfactory,Brandon Hooper,Active,39
00-53424580,Male,New York,Rochester,Bachelor,1985-06-13,2017-05-22,,Operations,Logistics Coordinator,70380.0,Good,Sandra Brown,Active,41
00-53433080,Female,Pennsylvania,Philadelphia,High School,1993-04-11,2024-04-16,2024-10-13,Operations,Inventory Specialist,63880.0,Needs Improvement,James Huber,Terminated,33
00-53433833,Female,New York,Rochester,Bachelor,1979-12-04,2024-07-06,,Sales,Sales Representative,61829.0,Excellent,Eric Thomas,Active,47
00-53442625,Male,New York,Buffalo,Master,1981-06-17,2019-05-25,,Operations,Operations Analyst,76833.0,Satisfactory,Jody Bush,Active,45
00-53455870,Female,New York,New York City,Bachelor,1980-06-03,2015-05-29,2019-08-18,Operations,Inventory Specialist,60390.0,Excellent,Gregory Lynch,Terminated,46
00-53471005,Male,New York,Buffalo,Master,1976-05-24,2019-02-02,,Sales,Sales Consultant,73757.0,Good,Mary Marshall,Active,50
00-53474974,Female,New York,Rochester,Bachelor,1990-02-26,2019-08-24,,IT,Software Developer,102582.0,Good,Michael Sanders,Active,36
